UNIT;SEED;SIZE;TILDE;NEW;REALTIME;CHARACTERIZATION
bn:02914685n,bn:03358960n,bn:14288662n,bn:04848953n,bn:02496819n,bn:03652582n;dialect;6;true;true;0.664;6[o     0.534] INSTANCE_OF(X, bn:00000640n)
bn:12989879n,bn:01052079n,bn:02520164n,bn:01749992n,bn:15939388n,bn:00349809n;dialect;6;true;true;0.664;6[o     0.516] INSTANCE_OF(X, bn:00000640n)
bn:02893584n,bn:02160353n,bn:14035924n,bn:12991306n,bn:01364235n,bn:02681370n;dialect;6;true;true;0.664;6[o     0.519] INSTANCE_OF(X, bn:00000640n)
bn:06566990n,bn:16752134n,bn:12989641n,bn:01391991n,bn:02225051n,bn:01036974n;dialect;6;true;true;0.664;6[o     0.517] INSTANCE_OF(X, bn:00000640n)
bn:12989654n,bn:02893584n,bn:04505241n,bn:17580165n,bn:16550156n,bn:12993181n;dialect;6;true;true;0.665;6[o     0.525] INSTANCE_OF(X, bn:00000640n)
bn:15956619n,bn:12991326n,bn:01756110n,bn:01719411n,bn:01640733n,bn:16047425n;dialect;6;true;true;0.665;6[o     0.520] INSTANCE_OF(X, bn:00000640n)
bn:03650561n,bn:02151400n,bn:17685753n,bn:00069785n,bn:11813002n,bn:13906279n;dialect;6;true;true;0.666;6[o     0.530] INSTANCE_OF(X, bn:00000640n)
bn:02030492n,bn:03202587n,bn:02003344n,bn:16625754n,bn:04722337n,bn:15548844n;dialect;6;true;true;0.663;6[o     0.525] INSTANCE_OF(X, bn:00000640n)
bn:13266643n,bn:12991318n,bn:03652642n,bn:12989875n,bn:15358033n,bn:02746194n;dialect;6;true;true;0.665;6[o     0.513] INSTANCE_OF(X, bn:00000640n)
bn:14845927n,bn:14968518n,bn:14035924n,bn:02967299n,bn:01340966n,bn:03444322n;dialect;6;true;true;0.664;6[o     0.518] INSTANCE_OF(X, bn:00000640n)
bn:08049396n,bn:03652642n,bn:02327927n,bn:16193161n,bn:03294465n,bn:00238729n;dialect;6;true;true;0.664;6[o     0.524] INSTANCE_OF(X, bn:00000640n)
bn:15191960n,bn:13268638n,bn:13909113n,bn:03609105n,bn:04722337n,bn:02914712n;dialect;6;true;true;0.665;6[o     0.514] INSTANCE_OF(X, bn:00000640n)
bn:14830152n,bn:08940954n,bn:03159075n,bn:15246300n,bn:01468983n,bn:02213731n;dialect;6;true;true;0.666;6[o     0.525] INSTANCE_OF(X, bn:00000640n), SUBCLASS_OF(X, bn:05016180n)
bn:00650306n,bn:01272367n,bn:01509363n,bn:01749992n,bn:02496819n,bn:01760602n;dialect;6;true;true;0.665;6[o     0.529] INSTANCE_OF(X, bn:00000640n)
bn:01050626n,bn:02442094n,bn:03374444n,bn:14760476n,bn:16792181n,bn:14733772n;dialect;6;true;true;0.664;6[o     0.519] INSTANCE_OF(X, bn:00000640n)
bn:03089172n,bn:01002992n,bn:21705977n,bn:02626935n,bn:13273629n,bn:12993181n;dialect;6;true;true;0.668;6[o     0.516] INSTANCE_OF(X, bn:00000640n)
bn:00503157n,bn:15549279n,bn:00493209n,bn:01749992n,bn:02225051n,bn:02078165n;dialect;6;true;true;0.665;6[o     0.520] INSTANCE_OF(X, bn:00056990n), INSTANCE_OF(X, bn:00000640n), INSTANCE_OF(X, bn:05016180n)
bn:15245831n,bn:01760569n,bn:00048681n,bn:02225051n,bn:16890739n,bn:07077298n;dialect;6;true;true;0.665;6[o     0.521] SUBCLASS_OF(X, bn:05016180n), SUBCLASS_OF(X, bn:00056990n), INSTANCE_OF(X, bn:00000640n)
bn:07346024n,bn:00165106n,bn:01364252n,bn:15189996n,bn:12991302n,bn:02515193n;dialect;6;true;true;0.664;6[o     0.521] SUBCLASS_OF(X, bn:00049910n), INSTANCE_OF(X, bn:00000640n), INSTANCE_OF(X, bn:00049910n)
